team,player_name,player_type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,boundary_ratio,batting_consistency,economy_impact,strike_power,is_allrounder,player,IsPlaying,Credits,Player Type
PBKS,Suryansh Shedge,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.04,0.0,0.0,0,suryansh shedge,PLAYING,5.5,ALL
PBKS,Priyansh Arya,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,4.0,158.0,75.0,103.0,39.5,210.67,0.0,15.0,11.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.3466666666666667,0.1874970332747899,0.0,0.0,0,priyansh arya,PLAYING,6.5,BAT
PBKS,Marco Jansen,ALL,17,12.0,166.0,111.0,54.0,18.44,149.55,3.0,13.0,11.0,1.0,0.0,0.0,17.0,17.0,373.0,506.0,16.0,31.63,8.14,23.31,3/16,3/16,0.0,0.0,25.0,15.0,103.0,91.0,34.0,12.88,113.19,7.0,7.0,4.0,0.0,0.0,0.0,25.0,25.0,546.0,880.0,23.0,38.26,9.67,23.74,3/25,3/25,0.0,0.0,0.1208791208791208,0.113790970933828,2.378490175801448,0.9688289806234204,0,marco jansen,PLAYING,8.0,ALL
PBKS,Prabhsimran Singh,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,38.0,38.0,847.0,577.0,103.0,22.29,146.8,0.0,90.0,44.0,4.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.2322357019064125,0.1518392370572207,0.0,0.0,0,prabhsimran singh,PLAYING,7.5,WK
PBKS,Arshdeep Singh,BOWL,63,21.0,71.0,61.0,12.0,8.88,116.4,13.0,6.0,3.0,0.0,0.0,0.0,63.0,63.0,1310.0,1812.0,99.0,18.3,8.3,13.23,4/9,4/9,0.0,0.0,69.0,13.0,30.0,45.0,10.0,5.0,66.67,7.0,4.0,0.0,0.0,0.0,0.0,69.0,69.0,1460.0,2205.0,82.0,26.89,9.06,17.8,5/32,5/32,1.0,0.0,0.0888888888888888,0.0749962501874906,9.050772626931566,4.606741573033708,0,arshdeep singh,PLAYING,8.5,BOWL
PBKS,Shashank Singh,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,28.0,22.0,529.0,327.0,68.0,44.08,161.78,10.0,41.0,30.0,3.0,0.0,0.0,28.0,3.0,18.0,25.0,1.0,25.0,8.33,18.0,1/5,1/5,0.0,0.0,0.2171253822629969,0.27246878476944,0.120048019207683,0.0555555555555555,0,shashank singh,PLAYING,7.5,BAT
PBKS,Lockie Ferguson,BOWL,43,15.0,29.0,36.0,14.0,3.63,80.56,7.0,0.0,2.0,0.0,0.0,0.0,43.0,43.0,919.0,1087.0,64.0,16.98,7.1,14.36,5/21,5/21,1.0,0.0,48.0,11.0,72.0,47.0,24.0,24.0,153.2,8.0,7.0,2.0,0.0,0.0,0.0,48.0,48.0,1021.0,1529.0,51.0,29.98,8.99,20.02,4/28,4/28,0.0,0.0,0.1914893617021276,0.1566579634464752,5.672969966629588,2.547452547452548,0,lockie ferguson,PLAYING,7.5,BOWL
PBKS,Shreyas Iyer,BAT,51,47.0,1104.0,811.0,74.0,30.67,136.13,11.0,90.0,44.0,8.0,0.0,0.0,51.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0/2,0/2,0.0,0.0,119.0,119.0,3295.0,2537.0,97.0,33.28,129.88,20.0,281.0,127.0,23.0,0.0,0.0,119.0,1.0,6.0,7.0,0.0,0.0,7.0,0.0,0/7,0/7,0.0,0.0,0.160819865983445,0.2562365260240222,0.0,0.0,0,shreyas iyer,PLAYING,8.5,BAT
PBKS,Marcus Stoinis,ALL,74,61.0,1245.0,838.0,78.0,31.92,148.57,22.0,99.0,63.0,5.0,0.0,0.0,74.0,48.0,750.0,1091.0,45.0,24.24,8.73,16.67,4/23,4/23,0.0,0.0,100.0,91.0,1891.0,1343.0,124.0,27.41,140.81,22.0,151.0,93.0,9.0,1.0,0.0,100.0,66.0,857.0,1378.0,43.0,32.05,9.65,19.93,4/15,4/15,0.0,0.0,0.1816827997021593,0.1946594702080818,4.455958549222798,2.1575514300050176,1,marcus stoinis,PLAYING,8.0,ALL
PBKS,Yuzvendra Chahal,BOWL,80,6.0,6.0,13.0,3.0,3.0,46.16,4.0,0.0,0.0,0.0,0.0,0.0,80.0,79.0,1764.0,2409.0,96.0,25.09,8.19,18.38,6/25,6/25,1.0,0.0,164.0,20.0,37.0,86.0,8.0,5.29,43.03,13.0,0.0,0.0,0.0,0.0,0.0,164.0,163.0,3587.0,4713.0,206.0,22.88,7.88,17.41,5/40,5/40,1.0,0.0,0.0,0.1229374854752498,26.14213197969543,11.83228029867892,0,yuzvendra chahal,PLAYING,8.5,BOWL
PBKS,Glenn Maxwell,ALL,116,106.0,2664.0,1719.0,145.0,29.93,154.98,17.0,224.0,137.0,11.0,5.0,0.0,116.0,76.0,985.0,1321.0,43.0,30.72,8.05,22.91,3/10,3/10,0.0,0.0,138.0,132.0,2802.0,1792.0,95.0,24.37,156.37,17.0,235.0,161.0,18.0,0.0,0.0,138.0,83.0,992.0,1368.0,40.0,34.2,8.27,24.8,2/15,2/15,0.0,0.0,0.2209821428571428,0.1558483084990727,4.836759371221282,1.6129032258064515,1,glenn maxwell,PLAYING,8.5,ALL
